plate_x,plate_z,inning,outs_when_up,inning_topbot,pitch_number,at_bat_number,bat_score,fld_score,pitch_type,balls,strikes,stand,p_throws
1.53,1.57,4,0,Top,3,32,1,9,CH,0,2,R,L
1.15,1.63,4,0,Top,2,32,1,9,FF,0,1,R,L
0.64,2.15,4,0,Top,1,32,1,9,CH,0,0,R,L
0.43,1.64,3,2,Bot,7,31,9,1,CH,3,2,R,R
-0.05,4.72,3,2,Bot,6,31,9,1,FF,2,2,R,R
1.09,2.36,3,2,Bot,5,31,9,1,SL,2,2,R,R
0.04,1.52,3,2,Bot,4,31,9,1,CH,2,1,R,R
0.35,1.96,3,2,Bot,3,31,9,1,FF,2,0,R,R
1.14,0.87,3,2,Bot,2,31,9,1,SL,1,0,R,R
1.32,1.81,3,2,Bot,1,31,9,1,SL,0,0,R,R
-0.23,2.39,3,2,Bot,4,30,5,1,FF,2,1,R,R
1.34,1.07,3,2,Bot,3,30,5,1,SL,1,1,R,R
-0.07,2.8,3,2,Bot,2,30,5,1,FF,1,0,R,R
0.33,1.07,3,2,Bot,1,30,5,1,FF,0,0,R,R
-0.05,2.29,3,1,Bot,1,29,5,1,FF,0,0,L,R
-1.97,3.59,3,1,Bot,2,28,5,1,FF,1,0,R,R
-0.25,0.84,3,1,Bot,1,28,5,1,FF,0,0,R,R
0.67,-0.08,3,1,Bot,6,27,5,1,CH,3,2,R,R
0.76,0.48,3,1,Bot,5,27,5,1,SL,2,2,R,R
-0.48,0.3,3,1,Bot,4,27,5,1,CH,1,2,R,R
0.38,1.64,3,1,Bot,3,27,5,1,FF,1,1,R,R
-1.08,2.66,3,1,Bot,2,27,5,1,SI,0,1,R,R
-0.56,3.82,3,1,Bot,1,27,5,1,FF,0,0,R,R
0.12,2.29,3,0,Bot,8,26,5,1,CH,3,2,R,R
-0.44,0.04,3,0,Bot,7,26,5,1,CH,2,2,R,R
0.39,2.52,3,0,Bot,6,26,5,1,FF,2,2,R,R
-0.83,1.51,3,0,Bot,5,26,5,1,CH,2,2,R,R
-0.84,0.66,3,0,Bot,4,26,5,1,CH,1,2,R,R
1.71,-0.27,3,0,Bot,3,26,5,1,SL,0,2,R,R
-1.03,1.93,3,0,Bot,2,26,5,1,SI,0,1,R,R
0.04,2.01,3,0,Bot,1,26,5,1,FF,0,0,R,R
-0.22,2.98,3,0,Bot,2,25,5,1,SI,1,0,R,R
-0.67,0.71,3,0,Bot,1,25,5,1,SI,0,0,R,R
0.09,1.39,3,2,Top,1,24,1,5,CH,0,0,R,L
-1.0,2.33,3,1,Top,3,23,1,5,FC,0,2,L,L
0.01,3.42,3,1,Top,2,23,1,5,FF,0,1,L,L
0.55,3.08,3,1,Top,1,23,1,5,FF,0,0,L,L
-0.81,3.04,3,0,Top,1,22,1,5,FF,0,0,R,L
1.31,2.16,3,0,Top,4,21,1,5,CH,1,2,R,L
0.5,4.06,3,0,Top,3,21,1,5,FF,0,2,R,L
0.45,2.93,3,0,Top,2,21,1,5,FF,0,1,R,L
-0.4,2.86,3,0,Top,1,21,1,5,FF,0,0,R,L
-0.45,2.71,3,0,Top,2,20,0,5,FC,0,1,R,L
0.15,3.44,3,0,Top,1,20,0,5,FF,0,0,R,L
0.9,2.04,2,2,Bot,5,19,5,0,CU,1,2,R,R
0.39,2.91,2,2,Bot,4,19,5,0,FF,1,2,R,R
0.23,1.28,2,2,Bot,3,19,5,0,CU,1,1,R,R
1.14,3.63,2,2,Bot,2,19,5,0,FF,0,1,R,R
-0.26,2.46,2,2,Bot,1,19,5,0,FF,0,0,R,R
0.1,3.55,2,2,Bot,1,18,3,0,FF,0,0,R,R
-0.25,1.82,2,1,Bot,2,17,3,0,CU,1,0,R,R
1.17,3.21,2,1,Bot,1,17,3,0,FF,0,0,R,R
-1.3,3.6,2,1,Bot,8,16,3,0,FF,3,2,R,R
1.69,-0.67,2,1,Bot,7,16,3,0,CU,2,2,R,R
0.16,3.16,2,1,Bot,6,16,3,0,FF,2,2,R,R
-0.41,2.26,2,1,Bot,5,16,3,0,FF,2,2,R,R
0.96,4.64,2,1,Bot,4,16,3,0,FF,1,2,R,R
0.44,3.31,2,1,Bot,3,16,3,0,FF,1,1,R,R
-0.33,2.85,2,1,Bot,2,16,3,0,FF,1,0,R,R
-1.26,2.83,2,1,Bot,1,16,3,0,FF,0,0,R,R
-0.17,2.99,2,0,Bot,6,15,3,0,CU,3,2,R,R
0.74,4.35,2,0,Bot,5,15,3,0,FF,2,2,R,R
0.24,2.74,2,0,Bot,4,15,3,0,FF,2,1,R,R
-0.57,2.49,2,0,Bot,3,15,3,0,FF,2,0,R,R
1.62,2.63,2,0,Bot,2,15,3,0,CU,1,0,R,R
0.76,4.11,2,0,Bot,1,15,3,0,FF,0,0,R,R
-0.05,2.89,2,2,Top,1,14,0,3,CU,0,0,R,L
-0.65,2.07,2,1,Top,5,13,0,3,FF,2,2,R,L
-0.39,2.59,2,1,Top,4,13,0,3,FF,2,1,R,L
0.83,1.65,2,1,Top,3,13,0,3,CH,1,1,R,L
-0.74,2.92,2,1,Top,2,13,0,3,FF,1,0,R,L
0.54,4.19,2,1,Top,1,13,0,3,FF,0,0,R,L
-0.43,1.4,2,0,Top,6,12,0,3,CU,1,2,R,L
0.69,3.47,2,0,Top,5,12,0,3,FF,1,2,R,L
0.95,2.02,2,0,Top,4,12,0,3,CH,1,2,R,L
0.25,1.67,2,0,Top,3,12,0,3,CH,1,1,R,L
1.02,1.81,2,0,Top,2,12,0,3,FC,0,1,R,L
0.78,2.94,2,0,Top,1,12,0,3,FF,0,0,R,L
-0.1,3.76,1,2,Bot,5,11,3,0,FF,2,2,R,R
0.73,2.65,1,2,Bot,4,11,3,0,FF,2,1,R,R
1.8,1.33,1,2,Bot,3,11,3,0,CU,1,1,R,R
0.92,3.1,1,2,Bot,2,11,3,0,FF,0,1,R,R
0.06,2.73,1,2,Bot,1,11,3,0,FF,0,0,R,R
0.25,2.54,1,2,Bot,2,10,2,0,CH,1,0,R,L
0.23,1.02,1,2,Bot,1,10,2,0,CU,0,0,R,L
-0.55,2.07,1,1,Bot,4,9,2,0,CU,0,2,R,L
-0.59,2.55,1,1,Bot,3,9,2,0,FF,0,2,R,L
0.4,1.59,1,1,Bot,2,9,2,0,CH,0,1,R,L
-0.39,2.45,1,1,Bot,1,9,2,0,CU,0,0,R,L
1.1,2.89,1,1,Bot,4,8,1,0,CH,3,0,R,L
0.04,4.29,1,1,Bot,3,8,1,0,FF,2,0,R,L
-0.93,1.03,1,1,Bot,2,8,1,0,CH,1,0,R,L
0.86,3.39,1,1,Bot,1,8,1,0,CH,0,0,R,L
-1.08,3.42,1,1,Bot,3,7,1,0,FF,1,1,R,L
1.18,2.28,1,1,Bot,2,7,1,0,CH,0,1,R,L
-0.54,3.33,1,1,Bot,1,7,1,0,FF,0,0,R,L
0.17,1.74,1,0,Bot,4,6,1,0,FF,1,2,R,L
1.77,2.52,1,0,Bot,3,6,1,0,CH,0,2,R,L
-0.14,2.24,1,0,Bot,2,6,1,0,FF,0,1,R,L
0.63,2.37,1,0,Bot,1,6,1,0,CH,0,0,R,L
0.06,1.91,1,0,Bot,7,5,1,0,CH,3,2,R,L
-0.11,2.42,1,0,Bot,6,5,1,0,FF,3,2,R,L
-1.3,0.86,1,0,Bot,5,5,1,0,CU,2,2,R,L
-1.25,2.46,1,0,Bot,4,5,1,0,CH,1,2,R,L
0.1,3.09,1,0,Bot,3,5,1,0,FF,1,1,R,L
-0.49,4.33,1,0,Bot,2,5,1,0,FF,0,1,R,L
0.73,2.05,1,0,Bot,1,5,1,0,CU,0,0,R,L
0.41,2.51,1,0,Bot,4,4,0,0,CH,2,1,R,L
-0.2,3.68,1,0,Bot,3,4,0,0,FF,1,1,R,L
0.45,1.0,1,0,Bot,2,4,0,0,SL,0,1,R,L
-0.39,2.51,1,0,Bot,1,4,0,0,FF,0,0,R,L
1.13,1.48,1,2,Top,3,3,0,0,CH,0,2,R,L
0.7,1.25,1,2,Top,2,3,0,0,CH,0,1,R,L
-0.09,2.43,1,2,Top,1,3,0,0,CU,0,0,R,L
1.0,1.63,1,1,Top,5,2,0,0,CH,1,2,R,L
1.51,1.2,1,1,Top,4,2,0,0,CH,0,2,R,L
-0.01,3.73,1,1,Top,3,2,0,0,FF,0,2,R,L
1.07,2.54,1,1,Top,2,2,0,0,FF,0,1,R,L
0.87,2.45,1,1,Top,1,2,0,0,FF,0,0,R,L
-0.49,2.48,1,0,Top,1,1,0,0,FF,0,0,L,L
0.21,3.12,9,2,Bot,3,82,5,7,KC,0,2,L,R
0.33,3.08,9,2,Bot,2,82,5,7,FF,0,1,L,R
0.49,2.04,9,2,Bot,1,82,5,7,FF,0,0,L,R
0.4,1.74,9,1,Bot,5,81,5,7,KC,1,2,R,R
0.72,2.7,9,1,Bot,4,81,5,7,FF,1,2,R,R
1.21,2.28,9,1,Bot,3,81,5,7,KC,1,1,R,R
-0.61,2.19,9,1,Bot,2,81,5,7,FF,1,0,R,R
2.01,2.31,9,1,Bot,1,81,5,7,FF,0,0,R,R
-0.35,2.62,9,0,Bot,6,80,5,7,FF,3,2,R,R
-0.27,2.68,9,0,Bot,5,80,5,7,FF,3,1,R,R
0.33,2.0,9,0,Bot,4,80,5,7,FF,3,0,R,R
-1.56,2.42,9,0,Bot,3,80,5,7,FF,2,0,R,R
1.47,1.93,9,0,Bot,2,80,5,7,FF,1,0,R,R
1.22,2.32,9,0,Bot,1,80,5,7,FF,0,0,R,R
0.1,1.89,9,2,Top,3,79,7,5,SL,1,1,R,R
-0.05,0.75,9,2,Top,2,79,7,5,SL,0,1,R,R
0.6,1.19,9,2,Top,1,79,7,5,SL,0,0,R,R
-0.94,1.95,9,1,Top,4,78,7,5,CH,1,2,L,R
-0.54,1.39,9,1,Top,3,78,7,5,CH,1,1,L,R
-0.56,1.23,9,1,Top,2,78,7,5,FF,0,1,L,R
-0.69,3.26,9,1,Top,1,78,7,5,FF,0,0,L,R
0.46,2.01,9,1,Top,4,77,7,5,FF,1,2,R,R
-1.07,4.49,9,1,Top,3,77,7,5,FF,0,2,R,R
0.28,2.32,9,1,Top,2,77,7,5,FF,0,1,R,R
-0.85,2.81,9,1,Top,1,77,7,5,FF,0,0,R,R
-0.68,1.9,9,1,Top,4,76,5,5,FS,2,1,L,R
0.26,0.37,9,1,Top,3,76,5,5,FS,1,1,L,R
-0.22,0.72,9,1,Top,2,76,5,5,FS,0,1,L,R
0.27,1.47,9,1,Top,1,76,5,5,FS,0,0,L,R
0.27,1.12,9,0,Top,6,75,5,5,SL,2,2,R,R
1.62,0.88,9,0,Top,5,75,5,5,SL,1,2,R,R
-0.84,3.19,9,0,Top,4,75,5,5,SI,1,2,R,R
0.43,2.79,9,0,Top,3,75,5,5,SL,1,1,R,R
0.82,2.52,9,0,Top,2,75,5,5,SI,1,0,R,R
0.53,4.05,9,0,Top,1,75,5,5,SI,0,0,R,R
0.44,1.3,9,0,Top,2,74,5,5,FS,1,0,L,R
-0.95,2.5,9,0,Top,1,74,5,5,SI,0,0,L,R
-0.33,3.04,8,2,Bot,5,73,5,5,FF,2,2,R,L
0.97,3.25,8,2,Bot,4,73,5,5,FF,2,1,R,L
1.77,3.06,8,2,Bot,3,73,5,5,FC,1,1,R,L
1.31,0.39,8,2,Bot,2,73,5,5,CH,0,1,R,L
0.62,1.61,8,2,Bot,1,73,5,5,FC,0,0,R,L
0.48,1.83,8,1,Bot,2,72,5,5,CH,0,1,R,L
0.65,1.82,8,1,Bot,1,72,5,5,CH,0,0,R,L
0.05,1.64,8,0,Bot,1,71,5,5,FC,0,0,L,L
0.51,2.12,8,2,Top,6,70,5,5,SL,3,2,R,R
1.51,1.4,8,2,Top,5,70,5,5,SL,2,2,R,R
1.26,3.1,8,2,Top,4,70,5,5,FF,1,2,R,R
0.27,2.06,8,2,Top,3,70,5,5,FF,1,1,R,R
-0.1,2.01,8,2,Top,2,70,5,5,FF,1,0,R,R
0.72,1.73,8,2,Top,1,70,5,5,FF,0,0,R,R
-0.19,1.97,8,1,Top,7,69,5,5,SL,2,2,R,R
0.75,1.34,8,1,Top,6,69,5,5,FF,1,2,R,R
-0.43,2.32,8,1,Top,5,69,5,5,SL,1,2,R,R
-0.32,3.34,8,1,Top,4,69,5,5,FF,1,2,R,R
0.37,1.41,8,1,Top,3,69,5,5,SL,0,2,R,R
-0.2,2.55,8,1,Top,2,69,5,5,SL,0,1,R,R
-0.64,2.39,8,1,Top,1,69,5,5,FF,0,0,R,R
0.53,1.28,8,0,Top,3,68,5,5,SL,0,2,R,R
0.79,0.98,8,0,Top,2,68,5,5,SL,0,1,R,R
-0.06,2.1,8,0,Top,1,68,5,5,SL,0,0,R,R
1.2,2.24,7,2,Bot,3,67,5,5,SL,0,2,R,R
-0.92,3.61,7,2,Bot,2,67,5,5,FF,0,1,R,R
0.17,2.95,7,2,Bot,1,67,5,5,SI,0,0,R,R
0.12,2.24,7,1,Bot,2,66,5,5,SI,1,0,R,R
-0.34,3.65,7,1,Bot,1,66,5,5,SL,0,0,R,R
-0.08,4.16,7,0,Bot,5,65,5,5,SI,2,2,L,R
0.73,2.69,7,0,Bot,4,65,5,5,SI,2,1,L,R
1.09,2.4,7,0,Bot,3,65,5,5,FF,1,1,L,R
-2.06,3.07,7,0,Bot,2,65,5,5,CH,0,1,L,R
-0.09,2.38,7,0,Bot,1,65,5,5,SI,0,0,L,R
-0.09,2.62,7,2,Top,6,64,5,5,FF,2,2,R,R
0.31,0.88,7,2,Top,5,64,5,5,CH,2,2,R,R
0.55,0.27,7,2,Top,4,64,5,5,SL,1,2,R,R
1.95,1.67,7,2,Top,3,64,5,5,FF,0,2,R,R
0.71,1.82,7,2,Top,2,64,5,5,FF,0,1,R,R
0.38,2.03,7,2,Top,1,64,5,5,FF,0,0,R,R
-0.34,2.14,7,2,Top,3,63,3,5,CU,1,1,L,R
0.86,4.55,7,2,Top,2,63,3,5,SI,0,1,L,R
0.33,1.91,7,2,Top,1,63,3,5,FC,0,0,L,R
-0.86,3.35,7,1,Top,2,62,3,5,SI,1,0,R,R
0.22,0.95,7,1,Top,1,62,3,5,CU,0,0,R,R
-0.55,1.38,7,1,Top,5,61,2,5,CU,2,2,L,R
-0.11,1.62,7,1,Top,4,61,2,5,CU,2,1,L,R
0.41,4.09,7,1,Top,3,61,2,5,FC,1,1,L,R
0.13,3.88,7,1,Top,2,61,2,5,FC,0,1,L,R
-0.83,2.39,7,1,Top,1,61,2,5,SI,0,0,L,R
-0.13,2.61,7,1,Top,3,60,2,5,SI,1,1,R,R
0.01,1.76,7,1,Top,2,60,2,5,CU,1,0,R,R
1.06,1.64,7,1,Top,1,60,2,5,CU,0,0,R,R
-0.67,2.69,7,1,Top,4,59,2,5,SI,1,2,L,R
-0.68,0.79,7,1,Top,3,59,2,5,CU,0,2,L,R
-0.69,2.88,7,1,Top,2,59,2,5,SI,0,1,L,R
0.71,2.49,7,1,Top,1,59,2,5,SI,0,0,L,R
0.42,1.11,7,0,Top,5,58,2,5,CU,2,2,R,R
0.63,1.91,7,0,Top,4,58,2,5,CU,2,1,R,R
2.03,1.44,7,0,Top,3,58,2,5,SI,1,1,R,R
1.38,1.8,7,0,Top,2,58,2,5,FC,0,1,R,R
-0.12,2.19,7,0,Top,1,58,2,5,SI,0,0,R,R
-0.34,2.8,6,2,Bot,2,57,5,2,FF,1,0,L,L
1.77,4.09,6,2,Bot,1,57,5,2,SI,0,0,L,L
-1.13,3.56,6,2,Bot,7,56,5,2,SI,3,2,R,L
1.05,2.19,6,2,Bot,6,56,5,2,FC,2,2,R,L
1.24,1.99,6,2,Bot,5,56,5,2,CH,2,2,R,L
0.48,1.4,6,2,Bot,4,56,5,2,CH,2,1,R,L
-0.51,1.8,6,2,Bot,3,56,5,2,FC,2,0,R,L
-1.32,3.27,6,2,Bot,2,56,5,2,FF,1,0,R,L
1.04,1.18,6,2,Bot,1,56,5,2,FC,0,0,R,L
0.1,3.09,6,1,Bot,2,55,5,2,CH,1,0,R,L
-0.25,1.31,6,1,Bot,1,55,5,2,CU,0,0,R,L
0.4,2.43,6,0,Bot,4,54,5,2,FC,1,2,L,L
-0.07,3.26,6,0,Bot,3,54,5,2,CH,1,1,L,L
0.32,3.45,6,0,Bot,2,54,5,2,SI,1,0,L,L
1.26,3.8,6,0,Bot,1,54,5,2,SI,0,0,L,L
-0.04,0.59,6,2,Top,3,53,2,5,CU,0,2,L,R
0.04,1.92,6,2,Top,2,53,2,5,CU,0,1,L,R
0.26,2.53,6,2,Top,1,53,2,5,SI,0,0,L,R
0.1,2.1,6,2,Top,2,52,1,5,FF,0,1,R,R
0.35,2.97,6,2,Top,1,52,1,5,FF,0,0,R,R
0.5,2.9,6,1,Top,2,51,1,5,FF,1,0,R,R
0.18,1.17,6,1,Top,1,51,1,5,CU,0,0,R,R
-0.19,1.8,6,1,Top,6,50,1,5,SL,3,2,L,R
0.72,1.58,6,1,Top,5,50,1,5,FF,3,1,L,R
-0.36,3.49,6,1,Top,4,50,1,5,FF,3,0,L,R
0.52,0.73,6,1,Top,3,50,1,5,FF,2,0,L,R
-1.04,4.02,6,1,Top,2,50,1,5,FF,1,0,L,R
1.37,1.53,6,1,Top,1,50,1,5,SL,0,0,L,R
-0.04,1.79,6,1,Top,5,49,1,5,FF,3,1,R,R
0.86,0.59,6,1,Top,4,49,1,5,FF,2,1,R,R
-1.37,2.48,6,1,Top,3,49,1,5,SL,1,1,R,R
0.76,2.5,6,1,Top,2,49,1,5,FF,1,0,R,R
2.09,1.62,6,1,Top,1,49,1,5,FF,0,0,R,R
0.21,0.12,6,0,Top,5,48,1,5,SL,1,2,L,R
0.56,1.7,6,0,Top,4,48,1,5,SL,1,2,L,R
0.17,2.2,6,0,Top,3,48,1,5,SL,1,1,L,R
0.48,0.01,6,0,Top,2,48,1,5,CH,0,1,L,R
-0.83,2.87,6,0,Top,1,48,1,5,FF,0,0,L,R
0.16,1.74,5,2,Bot,6,47,5,1,SL,2,2,R,R
0.88,1.02,5,2,Bot,5,47,5,1,SL,1,2,R,R
2.01,1.52,5,2,Bot,4,47,5,1,SL,0,2,R,R
-0.36,2.14,5,2,Bot,3,47,5,1,SL,0,2,R,R
-1.13,2.61,5,2,Bot,2,47,5,1,SL,0,1,R,R
0.61,1.26,5,2,Bot,1,47,5,1,SL,0,0,R,R
0.66,2.0,5,2,Bot,2,46,3,1,FF,1,0,L,R
-1.6,3.29,5,2,Bot,1,46,3,1,CU,0,0,L,R
0.63,1.55,5,1,Bot,8,45,2,1,SL,3,2,R,R
0.15,2.37,5,1,Bot,7,45,2,1,SL,3,2,R,R
0.24,3.95,5,1,Bot,6,45,2,1,SL,2,2,R,R
0.29,3.41,5,1,Bot,5,45,2,1,FF,2,2,R,R
0.49,3.0,5,1,Bot,4,45,2,1,FF,2,1,R,R
1.38,2.99,5,1,Bot,3,45,2,1,FF,1,1,R,R
1.2,2.76,5,1,Bot,2,45,2,1,FF,0,1,R,R
-0.09,2.67,5,1,Bot,1,45,2,1,SL,0,0,R,R
-0.45,3.3,5,0,Bot,4,44,2,1,FF,1,2,R,R
-0.89,4.18,5,0,Bot,3,44,2,1,FF,0,2,R,R
0.44,2.48,5,0,Bot,2,44,2,1,SL,0,1,R,R
-0.46,2.87,5,0,Bot,1,44,2,1,SL,0,0,R,R
-0.49,3.95,5,0,Bot,5,43,2,1,FF,3,1,L,R
-1.47,4.62,5,0,Bot,4,43,2,1,FF,2,1,L,R
-0.66,4.23,5,0,Bot,3,43,2,1,CH,1,1,L,R
-0.07,3.38,5,0,Bot,2,43,2,1,FF,1,0,L,R
-0.09,4.17,5,0,Bot,1,43,2,1,FF,0,0,L,R
-0.74,2.83,5,0,Bot,2,41,2,1,CH,0,1,R,R
-0.11,3.15,5,0,Bot,1,41,2,1,SL,0,0,R,R
0.02,2.15,5,2,Top,3,40,1,2,SL,0,2,R,R
-0.17,2.75,5,2,Top,2,40,1,2,FF,0,1,R,R
-0.32,1.75,5,2,Top,1,40,1,2,FF,0,0,R,R
-0.04,1.75,5,1,Top,2,39,1,2,SL,1,0,L,R
1.13,0.53,5,1,Top,1,39,1,2,FF,0,0,L,R
-0.43,1.81,5,1,Top,3,38,1,2,FF,2,0,R,R
1.52,1.82,5,1,Top,2,38,1,2,SL,1,0,R,R
-1.43,2.41,5,1,Top,1,38,1,2,SL,0,0,R,R
1.4,1.01,5,1,Top,5,37,1,2,FF,3,1,R,R
1.06,1.3,5,1,Top,4,37,1,2,FF,2,1,R,R
0.98,1.18,5,1,Top,3,37,1,2,FF,1,1,R,R
0.5,0.13,5,1,Top,2,37,1,2,SL,0,1,R,R
-0.54,2.95,5,1,Top,1,37,1,2,FF,0,0,R,R
0.65,1.95,5,0,Top,1,36,1,2,FF,0,0,R,R
-0.11,1.92,4,2,Bot,2,35,2,1,FF,0,1,R,R
0.49,3.27,4,2,Bot,1,35,2,1,SL,0,0,R,R
-0.62,2.33,4,1,Bot,4,34,2,1,FF,1,2,R,R
-0.7,2.5,4,1,Bot,3,34,2,1,FF,1,1,R,R
-1.4,3.11,4,1,Bot,2,34,2,1,FF,0,1,R,R
-0.02,3.31,4,1,Bot,1,34,2,1,FF,0,0,R,R
-0.29,1.8,4,1,Bot,4,33,2,1,FS,2,1,R,R
0.58,3.81,4,1,Bot,3,33,2,1,SL,1,1,R,R
1.34,1.07,4,1,Bot,2,33,2,1,FF,0,1,R,R
1.12,1.34,4,1,Bot,1,33,2,1,SL,0,0,R,R
-0.41,1.45,4,0,Bot,3,32,2,1,FF,2,0,L,R
-1.21,2.01,4,0,Bot,2,32,2,1,FF,1,0,L,R
-1.27,2.18,4,0,Bot,1,32,2,1,FS,0,0,L,R
0.76,0.24,4,2,Top,3,31,1,2,SL,0,2,R,R
0.51,0.77,4,2,Top,2,31,1,2,SL,0,1,R,R
0.53,2.57,4,2,Top,1,31,1,2,FF,0,0,R,R
-0.86,2.69,4,1,Top,5,30,1,2,FF,3,1,L,R
-1.14,1.55,4,1,Top,4,30,1,2,FF,2,1,L,R
0.91,0.95,4,1,Top,3,30,1,2,FF,1,1,L,R
-0.38,0.72,4,1,Top,2,30,1,2,CH,0,1,L,R
0.17,1.66,4,1,Top,1,30,1,2,CH,0,0,L,R
0.48,3.3,4,0,Top,5,29,1,2,FF,2,2,R,R
-1.04,2.99,4,0,Top,4,29,1,2,SL,1,2,R,R
0.76,0.87,4,0,Top,3,29,1,2,SL,0,2,R,R
0.32,1.67,4,0,Top,2,29,1,2,SL,0,1,R,R
0.4,0.41,4,0,Top,1,29,1,2,SL,0,0,R,R
-0.56,2.89,4,0,Top,4,28,0,2,FF,1,2,L,R
1.42,0.13,4,0,Top,3,28,0,2,SL,0,2,L,R
-0.85,2.83,4,0,Top,2,28,0,2,FF,0,1,L,R
-0.78,1.83,4,0,Top,1,28,0,2,CH,0,0,L,R
-0.27,2.62,3,1,Bot,2,27,2,0,FF,1,0,R,R
-0.22,1.05,3,1,Bot,1,27,2,0,FF,0,0,R,R
-1.54,1.63,3,1,Bot,4,26,1,0,FF,3,0,R,L
-1.38,2.6,3,1,Bot,3,26,1,0,SL,2,0,R,L
-0.55,1.03,3,1,Bot,2,26,1,0,SL,1,0,R,L
-0.66,3.36,3,1,Bot,1,26,1,0,FF,0,0,R,L
0.49,1.99,3,1,Bot,2,25,1,0,CH,0,1,R,L
-0.43,3.08,3,1,Bot,1,25,1,0,FF,0,0,R,L
-0.56,2.08,3,0,Bot,6,24,1,0,SL,2,2,L,L
1.29,3.19,3,0,Bot,5,24,1,0,FF,2,2,L,L
0.72,1.76,3,0,Bot,4,24,1,0,FF,1,2,L,L
0.45,3.34,3,0,Bot,3,24,1,0,FF,1,1,L,L
0.44,3.17,3,0,Bot,2,24,1,0,FF,1,0,L,L
-1.08,2.04,3,0,Bot,1,24,1,0,SL,0,0,L,L
-0.13,2.18,3,0,Bot,5,23,1,0,SL,2,2,R,L
1.35,3.77,3,0,Bot,4,23,1,0,FF,1,2,R,L
-0.41,2.92,3,0,Bot,3,23,1,0,FF,1,1,R,L
0.03,4.14,3,0,Bot,2,23,1,0,FF,0,1,R,L
0.72,2.88,3,0,Bot,1,23,1,0,CH,0,0,R,L
-0.5,1.29,3,0,Bot,6,22,1,0,SL,3,2,R,L
-1.37,3.39,3,0,Bot,5,22,1,0,FF,2,2,R,L
-0.74,1.21,3,0,Bot,4,22,1,0,SL,1,2,R,L
0.92,1.69,3,0,Bot,3,22,1,0,SL,1,1,R,L
0.86,3.66,3,0,Bot,2,22,1,0,FF,0,1,R,L
0.88,2.48,3,0,Bot,1,22,1,0,SL,0,0,R,L
0.55,0.99,3,2,Top,6,21,0,1,SL,2,2,R,R
1.38,2.01,3,2,Top,5,21,0,1,FF,2,2,R,R
0.89,0.38,3,2,Top,4,21,0,1,SL,1,2,R,R
0.21,1.69,3,2,Top,3,21,0,1,SL,1,1,R,R
1.32,0.46,3,2,Top,2,21,0,1,SL,0,1,R,R
-0.7,2.88,3,2,Top,1,21,0,1,SL,0,0,R,R
0.77,0.56,3,2,Top,6,20,0,1,FF,3,2,L,R
1.45,0.21,3,2,Top,5,20,0,1,SL,2,2,L,R
0.48,2.5,3,2,Top,4,20,0,1,CH,2,1,L,R
-1.14,2.0,3,2,Top,3,20,0,1,FF,2,0,L,R
0.16,0.85,3,2,Top,2,20,0,1,FF,1,0,L,R
-2.61,3.52,3,2,Top,1,20,0,1,FF,0,0,L,R
0.45,2.28,3,1,Top,3,19,0,1,FF,0,2,R,R
0.45,1.32,3,1,Top,2,19,0,1,SL,0,1,R,R
0.54,1.92,3,1,Top,1,19,0,1,SL,0,0,R,R
-0.04,2.31,3,0,Top,3,18,0,1,SL,0,2,L,R
-0.37,2.61,3,0,Top,2,18,0,1,FF,0,1,L,R
-0.41,1.8,3,0,Top,1,18,0,1,FF,0,0,L,R
0.79,1.91,2,2,Bot,4,17,1,0,SL,1,2,R,L
-0.09,2.79,2,2,Bot,3,17,1,0,FF,1,1,R,L
-0.69,2.45,2,2,Bot,2,17,1,0,FF,1,0,R,L
-0.99,2.56,2,2,Bot,1,17,1,0,FF,0,0,R,L
-0.02,2.95,2,1,Bot,5,15,1,0,SL,2,2,L,L
-3.27,-5.07,2,1,Bot,4,15,1,0,SL,1,2,L,L
-0.4,2.41,2,1,Bot,3,15,1,0,SL,1,1,L,L
-0.11,1.56,2,1,Bot,2,15,1,0,SL,0,1,L,L
-0.69,1.97,2,1,Bot,1,15,1,0,SL,0,0,L,L
0.09,1.79,2,1,Bot,3,14,0,0,CH,1,1,R,L
0.43,3.87,2,1,Bot,2,14,0,0,FF,0,1,R,L
-0.4,2.08,2,1,Bot,1,14,0,0,SL,0,0,R,L
-0.35,3.39,2,0,Bot,5,13,0,0,FF,1,2,R,L
-0.34,0.79,2,0,Bot,4,13,0,0,SL,0,2,R,L
-0.68,1.1,2,0,Bot,3,13,0,0,SL,0,2,R,L
-0.87,3.37,2,0,Bot,2,13,0,0,FF,0,1,R,L
-0.2,2.25,2,0,Bot,1,13,0,0,SL,0,0,R,L
-0.1,2.09,2,0,Bot,4,12,0,0,FF,2,1,R,L
-0.19,3.57,2,0,Bot,3,12,0,0,FF,2,0,R,L
-1.07,1.19,2,0,Bot,2,12,0,0,CH,1,0,R,L
-0.68,3.48,2,0,Bot,1,12,0,0,FF,0,0,R,L
-0.6,1.03,2,2,Top,2,11,0,0,SL,0,1,R,R
0.74,1.97,2,2,Top,1,11,0,0,SL,0,0,R,R
0.35,2.92,2,1,Top,4,10,0,0,FF,1,2,R,R
-0.29,1.66,2,1,Top,3,10,0,0,SL,1,1,R,R
-1.03,1.91,2,1,Top,2,10,0,0,FF,1,0,R,R
